id,W,X,Y,Z
5847,21,189.5,51.64,108.6
5848,15.4,194.7,48.18,112
5849,85.5,163.6,52.31,122
5850,36,190.5,53.79,127.2
5851,3.9,177,64.03,132.6
5852,18.8,160.2,47.2,118.9
5853,71.3,183.3,50.27,138
5854,7.8,182.7,46.26,117.6
5855,21.4,160.4,51.78,120.2
5856,6.9,166.3,50.41,117.9
5857,8.2,153.7,56,105.5
5858,9.3,147.2,49.93,131.4
5859,73.7,171.1,52.61,128.9
5860,7.9,119.3,56.01,77.6
5861,3,168.9,48.68,105.5
5862,79.2,167.1,54.55,118
5863,74.5,162.6,51.83,100.9
5864,47,160.7,58.12,113.9
5865,6.9,162.9,59.87,127.9
5866,4.3,175.3,45.8,102.7
5867,13.5,155.5,48.43,99.9
5868,49.8,178.6,51.71,126.6
5869,51.7,199.2,49.91,107.6
5870,14.2,203.5,48.17,96.8
5871,11.1,177.4,54.99,108.5
5872,6,176.8,47.87,118.8
5873,4.3,158.5,42.15,89.6
5874,41.6,204.7,46.2,124.4
5875,6.4,198.2,45.93,100.6
5876,8.2,178.2,57.18,114.4
5877,15.2,190.5,41,120.6
5878,5.8,176.3,49.15,103.8
5879,8.6,204,57.2,145.5
5880,9.5,144.3,47.83,82.2
5881,0.8,201.7,61.82,133.5
5882,12.3,151.6,47.52,123.6
5883,15,203.6,48.43,100.2
5884,5,176.3,41.97,89.4
5885,3.5,185.9,42.91,114.3
5886,10.6,188.3,52.19,105.9
5887,0.6,177.4,56.24,127
5888,16.2,193.7,48.06,125.6
5889,17.2,184.7,48.59,117.9
5890,7.1,171.7,49.3,98.9
5891,56.3,208,50.7,135.6
5892,25,184.9,48.95,109.5
5893,33,193.6,46.82,123.9
5894,14,187.7,62.95,140.9
5895,51.2,161.5,44.8,93.1
5896,23.9,155.3,55.96,139.5
5897,22.2,194.2,46.61,107.8
5898,32,186.6,48.49,146
5899,15.5,157.3,54.07,107.9
5900,2.2,197.6,52.19,104.1
5901,14.3,173.4,54.88,119.9
5902,22.7,180.9,46.33,128.4
5903,25.2,169,55.44,112.8
5904,45.4,194.2,38.84,96.6
5905,4.9,154.2,51.13,91.6
5906,16.7,205.7,66.57,150
5907,60.6,176.5,74.18,165.2
5908,7.1,173.5,49.98,116
5909,13.1,198.6,53.83,135.9
5910,8.7,172.3,54.51,135.5
5911,28.3,190.3,48.69,109.4
5912,10.3,171,48.97,99.2
5913,12.4,185.4,49.31,115.9
5914,38.9,172.8,52.54,110.3
5915,9.2,217,46.82,115.4
5916,18.9,164.2,48.14,109.7
5917,11.3,194.1,42.11,105.7
5918,26,190.5,46.23,111.2
5919,18.5,163.3,51.17,113.4
5920,3.3,166.1,38.37,90.1
5921,60.3,163.8,52.03,108.9
5922,28.4,183.5,62.67,134.2
5923,18.5,166,42.75,105.8
5924,36.5,203.7,50.77,125.8
5925,3.4,203.8,36.34,117.4
5926,50.8,191,57.3,121.4
5927,1.3,174.4,40.59,104.4
5928,3.1,147.8,46.92,102.5
5929,17.7,163.5,52.9,108.7
5930,3.1,178.7,43.14,100.7
5931,36.4,154.4,51.4,97.6
5932,6.4,215.1,56.6,124.4
5933,7.3,187.3,48.94,125.8
5934,1.6,168.9,55.2,111
5935,83,211.2,64.3,125.7
5936,5.1,166.9,47.64,104.5
5937,33,164.9,49.04,105.6
5938,4.6,223.8,49.78,121.8
5939,6,188.3,63.81,119.3
5940,11.3,164,35.27,100.8
5941,22.9,185.5,36.3,94.3
5942,12.7,190,60.73,128
5943,30.7,216.9,43.15,111.5
5944,57.9,166.6,41.4,102.5
5945,7.6,199.9,50.47,125.4
5946,2.3,191.5,56.7,119.2
5947,35.4,158.4,50.34,105.9
5948,92.5,189.4,52.67,101.3
5949,24.5,182.5,52.69,116.7
5950,62.4,145.9,44.58,91.3
5951,40.5,191.1,44.43,98.6
5952,1.2,180.4,44.14,111
5953,18,178.8,47.3,94
5954,18.7,159.5,59.62,122.3
5955,4.6,194.6,56.12,139.3
5956,34.5,177.2,37.06,93.3
5957,9.8,189,56.58,138
5958,7.6,189.8,53.04,130.3
5959,16,196.9,47.31,101.9
5960,21.9,182.1,45.23,114
5961,69.4,169.7,50.7,114.3
5962,62,208.5,52.42,119.4
5963,47.1,175.7,54.7,97.2
5964,21.9,188.4,54.81,142.9
5965,36.9,206.6,51.58,128.7
5966,7.5,154.5,42.27,96.7
5967,5.7,175.2,52.97,113.9
5968,1,195.9,43.93,128.5
5969,3.6,193.2,47.03,111.6
5970,7,204.5,49.25,132.6
5971,15.4,169.1,56.85,119.3
5972,46,203.5,53.19,128.9
5973,5.9,146.4,47.06,92.4
5974,0.8,162.5,55.6,134
5975,29.8,187.7,45.25,106.4
5976,14.8,175.2,38.79,114.1
5977,4.1,174.3,54.88,119.1
5978,23.8,167.2,40.42,92.4
5979,2,174.7,66.13,156
5980,3.1,193.3,47.02,118.2
5981,43.8,178.9,43.06,110.4
5982,39.5,190.3,47,105.9
5983,53.5,182.5,50.41,125.3
5984,61,189.8,52.8,104.2
5985,13.8,202.5,36.71,88.1
5986,66,205.7,44.51,115.2
5987,2.2,142.6,59.86,117.7
5988,35.4,189.1,52.61,153.3
5989,13.9,154.2,53.5,117.5
5990,31.4,173,49.52,110.1
5991,8.3,180.1,43.02,113.1
5992,19.2,209.6,49.4,112
5993,27.2,198.1,51.02,104.1
5994,20.8,174.4,55.67,125
5995,88.5,169.5,60.55,133.3
5996,16,177.9,41.19,89.6
5997,4.3,162.3,48.99,91.4
5998,23.4,194.9,52.86,110.4
5999,74.5,193.9,57.06,136.8
6000,53.6,191.5,52.53,129.1
6001,43.6,202,53.59,105
6002,0.8,177.2,45.24,88.3
6003,22.4,157.2,55.37,127.8
6004,0.5,177.6,52.79,115.8
6005,15.6,195.4,39.2,97.6
6006,34.8,167.4,52.45,121.8
6007,27.4,178.8,50.16,123.9
6008,6.2,188.1,53.74,112.7
6009,1.6,164.9,46.65,107.6
6010,14.8,168.2,56.83,126.8
6011,5,196.1,52.91,110.5
6012,9,169.8,39.5,102.1
6013,11.3,174.7,44.65,106.5
6014,8.1,203,54.62,128.2
6015,16.5,160.2,57.29,117
6016,34.6,182.3,47.03,108.9
6017,9.7,154.6,41.51,112.1
6018,17.5,209.2,41.87,100.5
6019,24.5,198.5,52.83,122.1
6020,69.8,170.6,42.42,94.6
6021,25.7,141.6,46.08,94.5
6022,0.6,182.9,58.57,125.8
6023,11.7,162,51.42,115.6
6024,10.8,186.6,57.52,112
6025,13.9,149.5,45.3,120.8
6026,38.9,205,52.02,121.1
6027,45.7,172.2,47.47,99.1
6028,28.1,182.4,52.22,128.1
6029,110.6,156.7,45.19,122.6
6030,56.9,166.3,59.77,112.7
6031,1.2,183,33.52,94.7
6032,7.6,190.4,54.31,123.7
6033,13,173.1,57.65,129.3
6034,41.8,149.5,39.55,97
6035,25.2,175.6,51.82,108.1
6036,35.3,179.9,46.39,98.9
6037,2.1,200.6,54.85,144.3
6038,1.3,178.9,48.34,120.1
6039,0.6,182.7,53.76,120.2
6040,3.2,158.7,58.12,141.7
6041,1.9,163.6,45.88,93.7
6042,24.5,127.5,45.84,82.9
6043,21.8,160.2,42.05,102.7
6044,7.5,179,36.99,94.8
6045,6.7,201.5,58.61,140.6
6046,20.9,179.1,49.53,102.6
6047,10.9,145.3,61.91,139.8
6048,11.4,190.2,49.02,126
6049,33.3,172.5,50.25,122
6050,19.9,209.5,46.83,123.7
6051,28.8,203.7,43.88,103.5
6052,9.2,204,45.65,129.2
6053,8.8,156.9,58.63,127.8
6054,10,210.6,49.83,127.5
6055,4.1,176.9,46.77,110.2
6056,12.5,164.8,60.53,119.2
6057,0.4,191.4,57.75,100.8
6058,7.1,148.7,41.98,96
6059,1.6,154.9,44.86,82.9
6060,34.2,152.6,48.61,105.5
6061,15.3,216.8,44.53,115.3
6062,14.3,162.1,46.86,121.3
6063,18.6,156.8,57.51,118.2
6064,47.5,209.4,35.82,101.9
6065,16.2,203.1,38.14,111.3
6066,38.8,190.4,58.7,130.3
6067,1.8,168.3,57.35,113.9
6068,3.4,184.8,44.33,99
6069,92.8,149,52.18,106.1
6070,8.2,213.2,47.03,98.7
6071,90.6,182.2,45.53,113
6072,0.8,208.5,43.67,113.3
6073,2,190.1,59.08,131.1
6074,10.6,159.4,65.8,133.3
6075,20.5,201.6,48.3,98.6
6076,2.2,187,55.84,125.6
6077,18.1,183.2,67.41,154.1
6078,26.1,191.7,47.43,110.1
6079,39.6,191.9,52.69,129.4
6080,6.7,188.3,45.2,115.4
6081,37.4,214,52.13,121.6
6082,1.1,191.9,55.04,124.7
6083,52.6,203.6,55.64,128.6
6084,19,191.1,54.72,128.4
6085,1.2,140,52.52,101
6086,21.3,163.5,41.87,89.1
6087,0.9,188.2,52.73,111
6088,60.7,229.9,55.31,153.2
6089,2.6,180.4,59.82,143.3
6090,28.3,156.1,46.3,109.1
6091,16.3,149.4,58.92,113.6
6092,2.8,192.4,52.04,116
6093,19.1,190.3,51.25,111.6
6094,5.6,180.4,44.6,104.5
6095,22.2,200.4,48.83,100.3
6096,16.7,150.3,58.9,112.5
6097,0.3,190.2,41.68,109.9
6098,13.1,210.3,57.32,126.8
6099,39.6,129.8,49.74,98.6
6100,16.9,159.6,53.99,121.1
6101,28.9,161.3,57.97,111.7
6102,8.5,166.1,43.95,87.1
6103,50.2,194.6,46.47,119.8
6104,0,197.9,44.49,117.3
6105,35.9,151,40.99,85.9
6106,3.6,221.9,49.39,130.6
6107,9.5,198.3,56.99,138.7
6108,12.3,172,52.77,116.7
6109,35.2,172,43.89,103.3
6110,17.3,190,42.97,97.2
6111,1.7,190,51.47,112.7
6112,3,192.5,63.31,146.4
6113,0.1,196,52.19,118
6114,73,172.4,46.61,114.3
6115,26.9,175.7,49.28,113.4
6116,14.8,204.1,52.95,140.8
6117,32,158,51.98,122.5
6118,24.8,179.8,46.76,117.8
6119,17.6,181.9,42.48,111.7
6120,12.6,191.9,52.05,137.8
6121,4.3,149.4,49.56,103.6
6122,46.5,177.3,45.67,103.5
6123,15.2,207.1,49.64,119.4
6124,15.7,164.5,44.34,93.7
6125,58,166.5,44.38,94.1
6126,1,193,54.22,123.3
6127,31.7,184.5,45.97,106.9
6128,7.3,199.4,55.13,132.6
6129,20.8,160.8,47.91,88
6130,6.9,153.2,52.18,88.3
6131,30.3,145.5,52.21,110.2
6132,4.7,186.2,48.21,115.7
6133,5.9,167.2,53.16,130.9
6134,8.8,173.9,43.85,117.9
6135,14.6,171.3,54.16,106.6
6136,16,218.5,57.11,116.5
6137,18.6,168.9,47.29,117.1
6138,66.2,147.8,53.39,108.5
6139,11,160.6,43.08,112.7
6140,13.9,199.7,59.72,126.5
6141,71.3,207.1,46.77,128.2
6142,36.6,176.9,59.63,124.9
6143,43.8,175.4,46.68,91
6144,49.4,178,53.88,110.1
6145,9.2,156.5,49.69,97
6146,33.2,190.4,52.56,128.1
6147,26.6,208.1,52.32,130.6
6148,39.9,177.8,42.42,87
6149,20.5,190.6,60.13,117.6
6150,4.4,207.9,48.17,109.5
6151,5.4,141.7,42.43,80
6152,0.4,202.6,45.91,112.4
6153,46.2,180.1,41.13,98.4
6154,0.8,215.4,57.9,137.5
6155,1.9,199.2,51.01,117.2
6156,38.1,178.2,55.86,105.8
6157,23.6,155.9,55.7,118.7
6158,13,211.8,45.04,121.5
6159,8.9,146,40.98,100.6
6160,2,163.8,51.37,116.7
6161,75.6,187.6,54.48,107.4
6162,14.6,169,49.87,114.8
6163,44.5,167.1,45.11,113.6
6164,26.9,166.4,52.63,113.5
6165,20,181.3,52.45,99.4
6166,17,184.7,48.16,107.3
6167,34.4,165.2,42.66,94.3
6168,34.7,198.8,57.02,132
6169,24.6,172.9,63.13,136.8
6170,12.8,159.5,47.39,118.2
6171,14.4,198.7,52.58,126.3
6172,19.1,183.7,46.97,106.7
6173,10.5,170.5,60.43,122.4
6174,11.4,165.4,56.94,105.6
6175,66.2,144.7,41.11,89.6
6176,25,166.5,51.39,101.4
6177,13.3,170.9,58.88,136.9
6178,9.8,175.2,48.35,128
6179,29.3,184,52.47,116.6
6180,1.8,174.4,39.23,112.2
6181,16,170.1,54.06,111
6182,29,194.5,50.7,114.3
6183,11.6,173.3,53.59,123.3
6184,2,157,43.95,80.2
6185,30.3,209.4,56.42,127.1
6186,11.2,195,55.44,118.5
6187,78.4,209.7,43.29,102.2
6188,26.5,176.7,54.9,102.9
6189,47.2,169.7,42.96,100.1
6190,2.7,190.9,45.45,115.3
6191,12.3,212.7,47.89,110
6192,6.1,170.4,32.57,66.4
6193,6.6,200.3,43.29,108.8
6194,23.7,180.4,50.26,99.2
6195,2.9,143.4,55.92,92.8
6196,24.7,183.6,49.88,96.3
6197,12.7,155.8,49.64,109.2
6198,34.2,224.4,58.75,127.2
6199,34.4,160.7,54.19,97
6200,4.6,154.4,49.02,104.3
6201,12,177.7,52.42,109.9
6202,24.9,187.5,59.62,141.7
6203,17.7,187.4,48.58,109.9
6204,16.1,174.7,60.68,111.5
6205,26.7,205.3,63.55,138.7
6206,8.3,187,50.13,114.4
6207,0.7,210.4,42.18,102.2
6208,23.6,184.5,47.21,119.8
6209,7.5,186.6,47.2,98
6210,48.2,151,56.58,100.4
6211,86.8,174,55.82,115.9
6212,141.9,176.1,33.08,66.4
6213,10.8,193.9,49.36,112.5
6214,30,194.6,50.79,130.8
6215,107.3,169.2,50.58,96.6
6216,13.1,184,49.32,113.3
6217,4.4,160.9,48.64,103.8
6218,6.2,173.8,42.95,97.4
6219,83.8,206.3,46.43,121.9
6220,6.8,147.2,32.05,75.7
6221,7.6,170.7,39.67,114.4
6222,12.3,185.3,46.59,95.9
6223,8.7,167,47.3,119.9
6224,4.2,191.5,52.39,121.4
6225,8.9,208.9,48.03,113.4
6226,15.2,220.2,40.03,102
6227,44.7,200.9,48.07,125.7
6228,0.6,186.3,58.95,126.1
6229,3.1,205.8,52.23,106.4
6230,87.5,170.6,43.28,87.6
6231,16,208.4,56.28,133.3
6232,31.1,196.5,40.64,106.7
6233,71.2,173.3,42.33,113.9
6234,16.2,218.6,55.61,133.1
6235,0.4,159.2,53.76,117.1
6236,25,170.4,44.76,125.1
6237,26.2,175.4,49.63,120.9
6238,21.8,165.7,58.08,118.9
6239,25,177.7,57.91,127
6240,51,182.2,53.26,118.4
6241,4.7,209.7,49.82,104.5
6242,0.3,204.3,51.04,119.1
6243,13.4,168.8,45.63,114.5
6244,7.6,200,40.56,119.3
6245,27.1,171.9,48.46,120.2
6246,3.7,187.4,33.21,109.3
6247,17.7,165.1,39.45,94.3
6248,10.4,161.6,63.27,114.7
6249,55.4,186.5,55.95,121.6
6250,3.3,175.5,43.65,124.2
6251,4,189.4,52.32,131.6
6252,9.2,134.3,54.45,88.1
6253,8.2,193.4,46.18,101.8
6254,50.8,204.7,48.36,111.4
6255,44.5,181.5,47.15,119.5
6256,52.4,184.1,56.49,127.7
6257,8.5,175.6,49.78,109.8
6258,11.7,191.8,50.8,128.8
6259,10.1,168.9,46.47,85.7
6260,42.3,172.8,49.1,99.6
6261,2.3,187.1,43.3,113.4
6262,46.5,182.9,54.25,130.4
6263,16.4,173.1,62.46,121.5
6264,31.8,179.2,56.4,121.9
6265,4.9,133.1,49.05,99
6266,70,179.9,37.56,81.4
6267,4.9,196.6,47.34,118.9
6268,54,189.1,53.41,119.9
6269,3.8,195.3,39.11,99.3
6270,6.7,170.6,46.18,129.8
6271,6.7,174.4,57.05,127.5
6272,28.7,187.5,54.97,108.6
6273,19.8,175.2,67.2,141.1
6274,19,178.2,41.81,97.6
6275,6.4,185.8,49.02,134.1
6276,4.1,159.1,42.57,96.4
6277,2.8,180.6,40.44,107.4
6278,6.8,157.9,49.01,105.3
6279,14.3,160.3,61.47,119.2
6280,4,175.2,45.54,108.9
6281,78,173.7,40.27,117.8
6282,30.3,187.8,40.29,117.5
6283,20.9,150.9,50.13,106
6284,52.9,222.1,63.69,151.9
6285,25.7,196.3,58.12,141.6
6286,28.1,182.6,38.1,102.3
6287,42.3,171.4,34.16,86.9
6288,35.7,134.7,55.11,113
6289,86.2,174.7,40.77,107.1
6290,26,221.3,63.06,143.9
6291,31.5,161,45.19,98.1
6292,11.2,198.2,45.4,100.4
6293,62.4,140.5,50.58,84
6294,28,179.2,57.29,136.2
6295,16.8,195.7,60.73,120.2
6296,32.1,199.6,43.67,110.2
6297,27.7,142.8,40.03,95.7
6298,42.6,169.8,42.02,106.3
6299,0.3,204.3,52.31,127.5
6300,69,169.1,53.73,129.9
6301,11.3,215.2,53.79,123.1
6302,2,179.2,50.44,127.3
6303,4.9,171.9,42.13,85.9
6304,53.1,184.2,43.7,107.7
6305,37.1,203.9,49.36,121.1
6306,0.6,174.5,45.71,107.2
6307,45.3,184.6,52,114.8
6308,39.6,176.1,49.02,112.6
6309,19.4,176.2,47.25,124
6310,24.3,190.6,44.81,108.8
6311,19.9,183.4,70.85,148.2
6312,0.6,185.3,51.41,114.3
6313,8.4,174,59.29,122.4
6314,18.9,169.8,41.56,96.5
6315,0,210.2,45.18,113.3
6316,46.6,170.1,49.24,108.2
6317,23.3,180,44.64,117.3
6318,48.4,184.6,42.92,114.9
6319,0.4,157.3,52.67,115.8
6320,69.2,173.9,50.88,112.4
6321,9.8,171.5,54.31,124.8
6322,15.1,170.8,50.22,103
6323,63.7,179.5,46.22,118.6
6324,1.7,150.8,46.16,85.7
6325,3.6,141.7,36.55,85.3
6326,35.5,148,41.74,98.6
6327,79.5,198.4,46.47,131
6328,3.7,188,58.8,124.3
6329,2.5,192.2,60.96,136.9
6330,15.8,171.2,50.61,124.9
6331,24.5,158.2,51.51,110.6
6332,2.1,194.4,43.43,103.1
6333,14.3,160,46.54,113.9
6334,26,181.3,49.95,126.5
6335,23.4,233.8,61.6,140.5
6336,9.9,178.1,38.92,100.3
6337,49.3,181.7,50.47,119.7
6338,8.5,177.8,47.83,124.9
6339,24.7,179.3,50.68,112.3
6340,5.9,194.7,41,107.9
6341,38,215.6,58.61,144.3
6342,11.9,164,52.78,104.5
6343,22.4,177.3,50.14,131.1
6344,40,170.5,46.21,93.8
6345,8,167.1,65.82,131.7
6346,10.1,197.3,36.98,104.4
6347,37.4,207.9,57.86,135.9
6348,43.6,178,62.49,139.7
6349,66,183.4,55.06,129.2
6350,13.9,158.6,45.78,89.3
6351,5.8,161.8,48.6,109.8
6352,12.9,191.2,61.35,127
6353,1.4,178.1,53.73,133.2
6354,14.1,171.1,59.89,113.9
6355,4.4,185.4,45.5,94
6356,26.2,172.6,65.99,126.4
6357,17.1,166.2,60.88,133.3
6358,32.1,182.6,55.67,123.2
6359,52.6,187.4,57.87,124.9
6360,13.4,211.8,56.62,126.2
6361,0.2,202.6,47.46,122.5
6362,8.1,167.1,51.67,111.4
6363,34.7,176.9,58.84,107.1
6364,60.7,193.6,43.65,111.6
6365,96.2,154.2,44.37,101.8
6366,14,178.2,65.66,137.1
6367,5.1,159.1,46.16,112.8
6368,24.9,220.2,44.26,117.4
6369,34,184,60.67,110.5
6370,1.6,146.4,36.81,86.3
6371,6.5,186.5,48.16,117.3
6372,37.5,146.1,55.87,101.4
6373,7,151.4,45.15,85.1
6374,35.4,164.4,47.19,114.3
6375,30,196,56.26,124.3
6376,18.7,167.9,51.91,114.8
6377,24.9,156.2,46.91,101.3
6378,18.2,175.7,52.74,104.1
6379,32.3,197.3,50.2,133.6
6380,47,168,63.77,121.4
6381,25.2,156.6,48.84,100.6
6382,2.7,196.2,57.83,114.9
6383,5,165.6,44.86,104
6384,8.4,177.8,45.61,109.8
6385,59.6,180.5,46.82,102.9
6386,33.2,181.5,61.57,118.7
6387,1.5,172.3,45.65,102.1
6388,17.5,176.4,37.15,90.8
6389,7.1,134.7,45.77,92
6390,34,172.4,58.03,115.8
6391,24.9,210.4,51.25,111.5
6392,43.6,169.4,38.37,90.2
6393,1.9,208.2,54.41,105.6
6394,38,162.8,53.58,106
6395,27.1,182.5,49.01,106.6
6396,19.9,179.4,51.99,121
6397,6.5,158.2,48.02,111.3
6398,8.1,154.8,39.82,100.2
6399,41.2,159.5,46.63,95
6400,20.9,201.9,52.14,115.4
6401,27.1,179.6,52.09,125.6
6402,0.4,172,49.18,98
6403,14,191.5,48.78,130.1
6404,8.7,158.6,40.88,83.1
6405,19.3,138.3,67.07,120.9
6406,6.7,157.3,65.32,130.1
6407,13.3,176,49.9,116.4
6408,10.5,211.6,50.72,133.2
6409,0.7,143.7,50.61,102.7
6410,24.7,183.5,43.06,102.5
6411,18.2,184.3,46.76,105.1
6412,12.8,187,44.95,111.4
6413,18.6,180.9,54.65,125
6414,34.5,164.5,46.63,102.8
6415,38.5,172.1,52.1,102.8
6416,7.8,184.4,57.05,119.2
6417,21.7,196.3,45.76,114.1
6418,10.5,175.3,47.14,112.4
6419,8,177.2,48.64,107.3
6420,23.4,170.3,61.69,114.5
6421,18.5,151.7,55.45,102.6
6422,9.2,192.5,60.81,128.5
6423,5.5,179.4,44.16,105
6424,7.3,202.6,60.11,130
6425,36.3,146.6,46.37,107.5
6426,5.5,185.2,50.36,99
6427,36.9,181.3,48.35,101.6
6428,1.4,182.9,54.58,134.1
6429,1.5,177.6,53.52,116.3
6430,38.8,182.9,49.04,116.9
6431,15.3,156.2,40.35,97.6
6432,1.7,167.7,46.4,103.9
6433,10.8,175.5,46.86,117.1
6434,4.7,207,52.03,123.2
6435,39.9,185.4,36.59,107.2
6436,27.3,160.1,46,103.5
6437,16.9,229.3,39.07,107.2
6438,14.6,202.7,62.45,128.8
6439,11.6,184.6,45.79,107.3
6440,21.3,155,38.87,99.5
6441,10.4,151.6,54.64,115.9
6442,7.3,170.2,55.83,122
6443,44.4,182.3,64.95,144.5
6444,3.5,176.4,48.05,103.8
6445,17.7,158.1,40.56,99.6
6446,28.6,194.1,57.94,151.1
6447,0.7,156.8,56.55,111.2
6448,23.3,161.3,57.64,129.9
6449,70.9,166.5,33.86,119.2
6450,23.7,158,48.59,110.2
6451,8.2,162,41.78,102.1
6452,17.4,206.2,62.41,123.7
6453,19,162.9,43.62,99.5
6454,48.5,166.2,45.35,95.4
6455,7.8,167.2,56.15,110.9
6456,15.5,174.2,59.72,131.5
6457,6.8,207.1,45.91,114.4
6458,5.1,187,50.9,136.6
6459,23.5,167.5,36.37,79.2
6460,12.1,197.7,60.22,123.9
6461,29.8,208.6,44.73,115.9
6462,1.1,173.9,43,92.6
6463,17,167.5,52.62,116.8
6464,35,149,45.01,115.6
6465,8,201.7,49.38,144.6
6466,64.1,176.4,55.86,117
6467,25.7,201.3,47.26,103.2
6468,18.2,161.4,49.29,83.6
6469,37.1,171.5,44.78,119.4
6470,22.9,169.7,47.64,113.1
6471,5.2,168.4,53.09,107.6
6472,36.5,184.3,67.96,130.7
6473,19.5,176.3,49.24,130.6
6474,25.1,183.2,43.79,97.6
6475,6.5,196.9,50.54,119.8
6476,2.7,137.4,45.96,100.2
6477,39.4,194.1,57.81,132.4
6478,22.9,184,41.66,128.3
6479,7.1,172.8,46.36,109.9
6480,43.1,166.7,43.76,116.5
6481,23.5,173.9,51.87,113.6
6482,26.1,190.6,56.25,112.8
6483,1.9,198.9,42.55,108.4
6484,22.8,185.5,42.12,115.7
6485,13.7,150.4,38.79,89.3
6486,9.1,198.8,52.89,120.7
6487,13.5,227.6,51.72,138.6
6488,66,181.2,50.35,112.7
6489,2.1,194.2,47.32,127.5
6490,5.3,179.7,47.18,93.3
6491,6.9,193.5,44.81,118
6492,45.5,216.2,50.56,137.4
6493,6.6,202.5,37.67,108.9
6494,8.7,174.4,40.66,111
6495,18.9,196.7,49.44,113.7
6496,9.3,208.1,51.63,115.6
6497,45.5,171.6,48,110.6
6498,17.2,205.5,47.83,105.6
6499,12.7,186.6,53.96,126.2
6500,54.6,158.8,36.78,86.5
6501,48.7,185.9,56.19,122.4
6502,67.7,195.4,48.61,112.4
6503,7.2,196,40.39,101.6
6504,3.4,185.6,63.03,128.6
6505,7.7,173,55.81,106.4
6506,1,178.4,47.21,111.9
6507,3.2,187.4,62.28,133.4
6508,8.7,207.5,46.81,119.4
6509,30.7,200.2,52.17,116.2
6510,33.3,157.8,46.84,94.9
6511,23.7,177.5,46.41,102.7
6512,6.9,189.6,47.45,97
6513,10.7,188.2,44.42,107.8
6514,15.8,170.4,43.66,113.4
6515,1.2,185.2,49.56,123.4
6516,1.9,168.5,43.95,92.6
6517,15.9,179.9,52.93,117.8
6518,16.2,181.1,52.09,138.8
6519,11.3,169.9,46.21,113.3
6520,20,214.5,48.13,125.6
6521,17.9,188.1,45.95,107.4
6522,4.6,163.4,53.42,110.4
6523,23.7,148.9,36.52,97.7
6524,4,194.8,63.32,129.4
6525,17.2,167.7,45.43,120.8
6526,30.7,179.5,61.28,131.1
6527,36,208.3,54.3,131.1
6528,18.2,172.2,48.9,121.2
6529,18.1,188.4,51.82,127.5
6530,0.1,190.1,51.85,107.3
6531,7.9,216.2,48.28,126
6532,21.7,192.9,60.25,145.1
6533,5.7,179.4,45.33,91.6
6534,50.9,170.4,44.29,99.2
6535,131.8,194.7,49.32,100.1
6536,20,196.9,46.2,114
6537,11.9,143.7,53.84,109.4
6538,6,188,45.75,116.1
6539,15.1,171.5,53.15,112.7
6540,29.9,179.3,48.17,104.2
6541,40.5,185.7,40.76,90.1
6542,22.5,170.2,42.66,88.2
6543,1.9,178.8,40.92,107.5
6544,24.7,177.6,58.66,128.4
6545,8.6,175.9,53.05,108.6
6546,0.7,175.5,58.86,115.7
6547,20.2,176.6,68.37,125.7
6548,9.8,173.5,57.42,135.3
6549,12,132.9,63.4,109.2
6550,8.4,164.8,60.75,104.3
6551,28.4,193,46.81,107.6
6552,9.3,198.3,38.31,91.5
6553,44.2,164.4,47.45,112.1
6554,11.2,196,48.84,112.2
6555,0.8,163.7,47.2,122.7
6556,42.8,155.4,45.28,92.5
6557,34.7,188.8,49.32,104.4
6558,5.8,186.4,49.75,105.8
6559,17.2,175.9,42.82,97.7
6560,9.8,230,53.12,134.1
6561,1.3,191.4,54.88,120.6
6562,5.4,185.2,55.99,119.8
6563,16.7,179.6,46.7,129.4
6564,6.3,172.1,58.81,105.8
6565,56.9,209.8,53.3,112.4
6566,2.8,201.9,42.33,117.3
6567,18.3,150.8,54.04,101.6
6568,16.2,166,37.38,97.7
6569,9.5,212.3,44.45,118.4
6570,3.2,196.6,63.37,144.4
6571,24.4,160.4,51.94,119.3
6572,29.6,194.1,50.58,110.9
6573,3.5,180.4,56.01,121.4
6574,7.7,137.1,47,98.6
6575,0,174.3,63.95,138.5
6576,5,185.5,41.08,129.6
6577,46.5,209.3,48.29,114.7
6578,10.1,179.5,48.58,106.4
6579,29.9,208.5,50.29,130.5
6580,1.7,162.8,48.01,93.5
6581,113.8,166.3,40.1,107.2
6582,4.7,167.2,45.45,102.9
6583,12.5,162.5,71.22,132.6
6584,15.5,211.1,46.72,130.2
6585,1.1,218.1,48.05,127.1
6586,60.3,157,41.34,94.7
6587,59.4,173,52.34,99.1
6588,8.1,164.3,58.31,110.1
6589,8,178.7,45.24,106
6590,6.5,185.3,62.49,139.4
6591,2.1,163.7,57.46,110.5
6592,13.1,204,32.41,92.2
6593,8.3,159.6,50.18,105.2
6594,49.6,219.4,54.07,127.4
6595,29.6,178.9,45.49,99.4
6596,1.8,161.7,53.21,118
6597,25.7,153,44.61,99.3
6598,23.7,147.8,53.12,104.3
6599,2.6,185.3,45.26,101.9
6600,24.5,192.7,58.19,129.2
6601,13.1,160.3,45.25,103.9
6602,13.5,197.9,50.36,149.6
6603,13.5,164.6,47.8,88.1
6604,10.3,194,38.45,118.8
6605,27.3,165.2,51.11,101.7
6606,20.9,161.3,41.36,95.6
6607,20.3,212.3,60.04,134.4
6608,11.7,197.5,37.2,113.1
