N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Crop_Type,Irrigation_Type,Fertilizer_Used,Pesticide_Used,Crop_Yield_ton_per_hectare,r
176,61,78,5.69,36.54,Clay,1.45,31.78,36.73,2494.12,5.72,11.71,East,1436,Zaid,Sugarcane,Rainfed,214.45,13.22,77.0,0.052825893908602484
91,32,89,6.11,63.99,Sandy,1.18,24.76,59.77,1741.56,6.91,13.62,Central,1381,Zaid,Sugarcane,Rainfed,209.8,5.18,75.77,0.8364397373761233
129,93,34,7.06,39.92,Loamy,0.34,33.53,33.66,910.02,6.43,1.46,North,1204,Kharif,Sugarcane,Sprinkler,172.42,10.78,75.67,0.5119386306819278
138,37,144,6.86,23.05,Loamy,0.37,22.79,78.34,1921.75,5.14,11.68,East,1515,Rabi,Sugarcane,Rainfed,315.47,11.96,76.93,0.17081370630621073
142,93,64,7.06,54.81,Loamy,1.33,13.58,32.51,480.99,8.94,6.28,North,1471,Zaid,Sugarcane,Sprinkler,201.69,9.22,76.22,0.24344261676541068
114,62,98,7.81,37.81,Silt,0.81,10.23,64.96,2005.58,5.47,14.89,South,1694,Rabi,Sugarcane,Drip,231.19,22.19,75.87,0.20930607583420857
92,66,36,5.01,24.83,Sandy,0.95,17.45,72.5,945.54,10.67,13.09,West,1341,Rabi,Sugarcane,Drip,310.95,15.91,72.93,0.40226041368354204
65,72,124,4.84,42.47,Loamy,0.96,14.32,80.28,2498.22,9.58,11.37,South,1515,Zaid,Sugarcane,Drip,158.45,2.54,71.76,0.8031705116327311
85,70,67,7.44,62.99,Silt,1.21,16.28,42.2,353.96,9.41,17.87,East,126,Rabi,Sugarcane,Canal,238.85,18.45,72.58,0.7806820746878623
34,33,29,8.02,37.17,Clay,1.07,18.99,46.38,1963.05,5.86,12.17,South,1076,Zaid,Sugarcane,Drip,318.92,7.54,75.12,0.5540992803958261
47,83,77,5.64,23.92,Silt,1.36,25.81,35.78,616.87,5.27,10.23,West,1535,Rabi,Sugarcane,Drip,145.27,13.71,73.99,0.8431448650297454
127,52,27,7.14,49.46,Clay,1.37,17.24,77.49,2708.57,9.4,8.69,North,787,Rabi,Sugarcane,Sprinkler,207.24,22.32,76.67,0.7201113335149457
141,28,115,6.45,28.74,Silt,0.5,20.54,56.09,536.21,4.91,8.12,West,304,Rabi,Sugarcane,Rainfed,134.92,6.93,74.06,0.08613577154903629
146,28,115,6.93,45.27,Silt,1.31,13.33,81.62,554.07,4.91,7.22,East,2157,Kharif,Sugarcane,Canal,124.27,23.86,74.77,0.17397739952180358
164,58,149,6.07,61.28,Loamy,0.89,11.31,30.75,2420.9,8.19,9.8,West,1148,Zaid,Sugarcane,Rainfed,209.69,20.03,77.9,0.6195825928270868
147,84,91,5.86,17.79,Loamy,0.36,31.87,57.86,617.41,10.98,2.34,East,1915,Rabi,Sugarcane,Sprinkler,69.39,6.71,72.44,0.6634903451287101
71,79,129,5.46,40.41,Loamy,1.57,29.3,60.99,2333.2,10.86,11.48,South,1393,Rabi,Sugarcane,Canal,292.26,17.34,74.63,0.83629131310246
46,17,119,6.0,45.82,Loamy,1.38,37.2,39.24,1612.3,4.22,15.15,Central,1347,Zaid,Sugarcane,Drip,292.24,9.36,75.13,0.9747600813361953
91,69,92,5.73,22.61,Silt,1.29,35.25,83.67,826.86,7.91,15.0,West,803,Zaid,Sugarcane,Sprinkler,275.43,13.71,73.66,0.09737672910800421
68,44,22,5.08,17.88,Loamy,1.24,32.76,72.47,2356.09,4.21,14.74,West,98,Rabi,Sugarcane,Rainfed,291.94,15.68,73.35,0.5908662673951145
98,23,37,8.07,35.97,Silt,0.57,33.76,38.04,1645.09,8.34,6.83,North,755,Zaid,Sugarcane,Canal,67.4,0.32,71.45,0.826867847173362
56,30,128,5.7,17.56,Loamy,0.33,13.14,50.57,2275.19,10.06,5.73,South,1238,Zaid,Sugarcane,Canal,292.57,4.59,75.69,0.8680981598670628
138,42,54,7.58,19.43,Loamy,0.7,23.17,65.06,2456.83,7.65,11.03,West,1694,Zaid,Sugarcane,Sprinkler,120.66,15.06,71.58,0.8812506816818898
177,86,53,7.89,33.71,Clay,0.38,10.75,89.64,727.14,4.77,16.2,North,1984,Rabi,Sugarcane,Sprinkler,163.15,0.54,74.13,0.08325765805063212
94,24,122,5.1,49.97,Loamy,1.28,26.42,40.22,692.94,8.87,2.67,South,1665,Zaid,Sugarcane,Rainfed,250.31,0.99,73.6,0.7245579091588182
125,82,61,6.62,53.56,Silt,0.57,28.48,50.17,1291.53,5.78,7.59,Central,1385,Zaid,Sugarcane,Sprinkler,224.76,8.63,76.25,0.44312734532291453
162,31,61,7.56,39.59,Loamy,0.81,26.67,53.58,2001.97,8.41,17.43,West,1129,Rabi,Sugarcane,Canal,147.92,2.45,73.16,0.5457496797794357
84,60,35,5.96,40.89,Sandy,1.42,27.26,59.28,2668.25,8.59,15.06,South,112,Kharif,Sugarcane,Sprinkler,331.49,8.24,77.75,0.03756622954398059
137,22,47,4.83,58.27,Sandy,1.02,26.47,34.09,390.79,9.63,10.7,South,366,Zaid,Sugarcane,Canal,347.25,22.16,72.48,0.2862798621119409
46,22,117,7.43,33.49,Silt,0.7,30.88,75.63,1631.04,10.5,6.06,Central,677,Rabi,Sugarcane,Rainfed,133.98,22.49,73.04,0.7097370848010203
100,33,126,5.92,19.37,Clay,1.33,12.07,41.39,317.63,9.91,6.7,West,921,Zaid,Sugarcane,Sprinkler,194.71,11.13,73.05,0.007357829625414536
74,82,51,6.89,18.79,Sandy,0.73,27.95,44.72,436.04,7.42,16.64,Central,872,Kharif,Sugarcane,Drip,114.44,14.2,72.34,0.9207708496360754
105,61,33,5.07,32.56,Clay,0.62,23.44,66.23,1336.52,7.34,12.16,South,2099,Kharif,Sugarcane,Drip,66.22,22.26,72.17,0.16427044945592806
36,17,116,6.81,63.7,Clay,0.32,19.31,61.69,1725.26,6.31,12.31,North,1087,Rabi,Sugarcane,Rainfed,64.08,9.81,74.81,0.6640122280676023
149,89,128,5.81,50.29,Clay,0.6,37.14,83.37,1145.09,8.86,15.69,West,451,Zaid,Sugarcane,Rainfed,107.36,5.8,74.79,0.9355230227588572
95,88,101,7.73,19.46,Silt,1.34,29.41,63.72,1994.52,6.44,11.71,East,1351,Kharif,Sugarcane,Canal,341.48,22.2,77.44,0.9122075712491822
167,50,77,6.4,46.4,Silt,1.34,18.92,79.7,546.67,7.96,12.82,West,1454,Kharif,Sugarcane,Canal,187.73,23.95,73.56,0.039417585120362975
98,98,65,6.49,15.58,Sandy,0.62,26.01,58.1,1498.78,10.57,13.41,South,1416,Kharif,Sugarcane,Canal,311.22,21.32,77.29,0.6005347682064148
53,92,115,6.22,54.87,Clay,0.4,11.21,75.1,1250.19,7.28,14.88,South,1674,Kharif,Sugarcane,Rainfed,282.93,15.75,77.05,0.24665644684477783
130,27,84,6.46,18.61,Sandy,0.81,12.09,41.33,2311.65,4.42,9.19,West,239,Kharif,Sugarcane,Canal,224.43,20.51,74.2,0.7426359896816905
137,48,120,7.2,46.43,Silt,1.45,18.75,81.74,438.24,10.71,8.98,East,62,Zaid,Sugarcane,Drip,252.71,0.86,75.45,0.41366552358320696
69,65,106,7.58,40.06,Clay,0.9,32.4,56.32,1627.04,7.74,15.36,North,292,Rabi,Sugarcane,Drip,109.4,3.15,74.23,0.750160832954601
31,24,92,5.17,57.54,Silt,1.51,11.47,68.46,1763.22,6.71,5.16,West,2155,Zaid,Sugarcane,Sprinkler,314.82,21.6,76.7,0.8824411913475817
51,75,112,5.22,47.03,Clay,0.47,24.44,41.73,1207.67,5.14,1.68,West,204,Zaid,Sugarcane,Drip,206.32,15.07,74.33,0.3290737794607279
113,80,65,7.69,17.21,Clay,0.48,21.22,68.51,460.22,8.08,13.49,East,509,Kharif,Sugarcane,Rainfed,68.51,16.95,70.61,0.8565719886833357
126,16,118,4.89,19.93,Sandy,0.83,17.46,46.35,2279.18,6.23,17.15,South,248,Kharif,Sugarcane,Rainfed,257.97,18.03,74.48,0.4652775312759233
40,56,49,7.49,62.83,Clay,1.26,25.99,84.3,2085.48,8.32,7.2,North,1066,Rabi,Sugarcane,Canal,345.78,0.49,79.51,0.941278928906798
155,49,135,7.1,21.02,Loamy,1.43,39.72,49.6,679.4,9.93,11.73,East,2043,Kharif,Sugarcane,Rainfed,275.4,24.28,74.12,0.8816353491754106
60,59,45,6.5,57.31,Sandy,0.4,20.84,85.56,1030.65,4.19,16.96,North,939,Zaid,Sugarcane,Canal,256.55,2.04,75.68,0.5295336150224574
70,91,37,5.93,56.57,Sandy,0.84,17.17,78.55,1395.8,10.7,11.76,South,525,Zaid,Sugarcane,Canal,213.28,13.57,75.99,0.5952768411040545
169,55,24,7.12,45.39,Clay,0.71,23.13,39.77,2002.09,8.65,15.37,West,76,Rabi,Sugarcane,Sprinkler,100.49,13.33,74.73,0.9688146905778044
122,33,40,6.86,15.41,Loamy,0.63,12.5,80.97,2235.66,10.51,3.69,East,1558,Kharif,Sugarcane,Canal,264.58,0.39,77.02,0.2652285225026746
101,63,122,4.83,50.0,Clay,1.13,21.25,86.87,2197.01,10.45,13.77,East,1991,Kharif,Sugarcane,Drip,231.62,22.04,73.41,0.6860911539434869
66,95,94,8.08,55.93,Clay,0.94,16.44,48.3,1890.2,9.54,17.93,East,353,Rabi,Sugarcane,Sprinkler,286.41,14.89,76.82,0.8238963816246643
93,45,134,4.86,45.44,Sandy,0.68,28.82,34.95,2217.27,5.1,12.69,South,312,Zaid,Sugarcane,Canal,66.93,11.16,74.1,0.6475197955701631
152,19,57,8.18,61.29,Sandy,0.52,32.07,68.51,520.0,5.45,3.49,South,780,Zaid,Sugarcane,Rainfed,75.2,21.18,73.82,0.9246586095822468
116,70,133,5.22,46.29,Sandy,0.86,34.96,44.23,2305.88,4.94,11.95,West,1941,Kharif,Sugarcane,Drip,77.34,12.29,75.59,0.5281777214230171
31,16,110,5.1,53.13,Loamy,1.37,37.05,64.91,606.68,7.9,1.12,Central,560,Zaid,Sugarcane,Rainfed,91.52,5.17,72.52,0.010046981054831594
88,91,126,7.77,16.71,Loamy,1.45,20.18,62.56,686.55,5.51,5.62,Central,266,Kharif,Sugarcane,Rainfed,158.45,2.64,71.21,0.9505035615891348
98,38,41,7.62,32.08,Clay,1.14,24.35,63.58,1730.66,9.5,13.12,East,1013,Rabi,Sugarcane,Canal,67.99,17.69,72.06,0.3836090403551584
120,32,93,5.97,62.69,Silt,0.6,38.68,60.66,320.82,6.96,7.86,Central,960,Rabi,Sugarcane,Canal,333.92,4.64,76.06,0.21769979885723245
36,29,101,6.18,38.8,Sandy,1.29,29.38,80.44,2232.85,10.7,10.54,West,1092,Kharif,Sugarcane,Rainfed,114.43,23.21,74.55,0.02583897222001119
76,31,40,4.98,52.83,Sandy,0.49,25.47,77.88,2299.37,4.98,10.78,East,1516,Rabi,Sugarcane,Canal,263.58,18.46,76.24,0.2217794919335464
67,80,28,6.9,25.88,Clay,1.22,17.59,56.42,2378.87,4.56,7.58,East,2168,Zaid,Sugarcane,Rainfed,303.52,20.05,76.63,0.20117523228887946
166,48,43,6.19,45.46,Loamy,1.39,19.93,74.53,963.34,5.59,11.04,Central,1765,Zaid,Sugarcane,Rainfed,179.94,2.27,73.28,0.7714733448596064
58,74,30,5.81,30.41,Loamy,0.91,30.24,64.64,1576.09,9.11,8.76,East,893,Rabi,Sugarcane,Drip,260.94,20.86,75.23,0.23290183864948166
131,47,76,7.01,55.3,Sandy,0.37,22.42,57.95,542.26,4.25,9.67,East,935,Zaid,Sugarcane,Drip,83.82,2.46,71.98,0.7925397676213367
120,33,88,7.14,33.0,Loamy,1.49,36.25,63.14,2374.85,10.97,8.28,West,1625,Kharif,Sugarcane,Rainfed,327.83,3.8,76.78,0.9985608065856286
113,29,56,4.84,24.34,Clay,0.58,15.14,31.72,1346.19,4.04,5.51,West,957,Rabi,Sugarcane,Rainfed,272.43,2.69,72.18,0.2503587295708555
98,79,38,5.95,28.72,Sandy,0.9,20.56,86.72,2256.62,7.31,1.17,Central,1387,Rabi,Sugarcane,Canal,216.48,14.32,76.12,0.6069731162742654
152,83,103,7.33,47.04,Silt,0.39,26.74,73.46,2343.48,4.92,17.24,South,1268,Rabi,Sugarcane,Sprinkler,310.09,7.78,76.71,0.7130142918617408
76,90,37,7.37,24.03,Clay,0.61,10.25,44.07,1718.75,9.48,6.04,West,1343,Zaid,Sugarcane,Sprinkler,241.81,14.49,75.58,0.2401515960220142
124,83,73,7.19,34.37,Loamy,0.77,19.06,82.7,867.2,5.7,7.99,South,1936,Kharif,Sugarcane,Rainfed,184.07,6.11,74.65,0.3235246137370379
42,80,146,7.86,42.57,Loamy,0.74,14.68,57.8,2345.22,5.81,4.05,Central,1138,Zaid,Sugarcane,Canal,159.64,8.59,75.78,0.18381288948181496
50,91,83,6.27,42.19,Silt,1.5,22.73,70.06,2424.68,4.36,10.99,East,2088,Rabi,Sugarcane,Sprinkler,270.19,8.19,75.8,0.7068035962105051
37,36,118,5.4,51.43,Silt,0.4,29.9,52.88,1874.2,10.89,2.29,West,192,Rabi,Sugarcane,Canal,292.78,17.37,76.1,0.5689214058447163
122,44,145,5.28,64.68,Silt,0.77,37.2,65.49,1333.69,5.12,4.48,East,69,Rabi,Sugarcane,Rainfed,322.63,8.25,75.56,0.08661976085469403
138,84,124,5.52,36.33,Loamy,1.07,39.92,78.1,565.9,5.0,13.57,West,1149,Kharif,Sugarcane,Sprinkler,260.67,9.77,74.98,0.38401907396495816
131,29,77,5.8,28.53,Sandy,0.98,13.8,52.91,2091.57,7.83,4.89,East,763,Kharif,Sugarcane,Rainfed,241.28,1.85,77.14,0.5815888378497553
154,26,146,5.99,54.78,Sandy,1.22,35.19,39.76,1228.55,4.69,13.11,North,152,Rabi,Sugarcane,Drip,335.63,8.58,76.58,0.5408270639715397
82,91,87,4.82,24.08,Loamy,0.97,33.7,67.21,854.24,7.51,9.19,West,586,Zaid,Sugarcane,Sprinkler,210.07,13.25,72.97,0.6995278704025719
95,45,135,7.74,61.71,Clay,0.69,26.57,68.51,908.55,10.15,7.75,East,1656,Rabi,Sugarcane,Sprinkler,276.39,11.48,77.07,0.4120177389516564
111,88,114,6.99,46.11,Clay,1.31,21.3,42.41,2721.75,4.08,9.57,West,82,Rabi,Sugarcane,Drip,190.12,22.21,77.58,0.6657652402653673
141,80,47,6.55,44.04,Sandy,1.43,27.66,82.07,935.86,4.71,3.92,South,1113,Rabi,Sugarcane,Canal,252.06,9.72,75.81,0.7563560547436343
146,62,57,6.91,60.25,Clay,1.07,13.01,73.06,1702.39,10.2,16.32,Central,1225,Zaid,Sugarcane,Drip,236.62,1.28,75.86,0.8947475708313011
32,92,114,7.73,38.52,Loamy,1.43,12.65,39.01,2618.65,4.5,9.93,North,1407,Zaid,Sugarcane,Canal,264.65,19.33,75.87,0.8985969105689701
104,79,24,7.9,55.07,Sandy,1.35,16.02,79.35,1708.48,10.63,5.87,North,2154,Kharif,Sugarcane,Sprinkler,114.17,14.67,76.4,0.8589805471222202
74,58,126,5.37,29.3,Loamy,1.32,34.07,72.9,2595.22,8.48,16.38,West,2077,Rabi,Sugarcane,Rainfed,265.72,2.43,75.69,0.08877326695623267
173,64,56,8.03,21.67,Clay,1.42,14.43,39.37,646.75,6.26,1.82,Central,2130,Kharif,Sugarcane,Rainfed,280.1,12.99,75.0,0.1349784860716421
72,63,51,6.95,39.0,Clay,0.84,16.43,47.9,1783.34,7.92,12.09,West,925,Rabi,Sugarcane,Canal,248.91,16.7,75.32,0.8935099713933179
55,43,116,7.14,36.49,Silt,1.07,25.08,76.12,1200.06,4.81,14.24,West,546,Kharif,Sugarcane,Canal,202.07,10.28,74.69,0.6337832847472876
106,59,137,6.08,48.76,Clay,1.12,23.92,52.43,1674.39,4.27,16.87,North,838,Rabi,Sugarcane,Canal,306.58,16.69,75.92,0.37265712989414723
157,65,44,7.12,63.86,Clay,1.37,36.91,57.48,1399.82,10.6,16.18,Central,1842,Zaid,Sugarcane,Canal,134.78,6.36,75.14,0.294701369885528
80,88,140,5.24,34.37,Sandy,1.54,20.51,47.51,2641.6,9.87,4.19,West,168,Kharif,Sugarcane,Canal,225.27,19.19,77.49,0.5712129177515172
175,76,147,6.03,36.5,Silt,1.01,23.85,89.06,388.65,6.51,6.64,North,345,Kharif,Sugarcane,Rainfed,322.51,8.49,75.6,0.9032736222389142
132,95,111,5.02,33.5,Silt,0.35,11.72,48.74,2145.25,8.63,3.09,North,2006,Zaid,Sugarcane,Canal,323.89,5.55,76.57,0.08933990229186684
58,64,30,6.32,18.02,Silt,0.87,22.49,81.66,2528.52,6.71,14.85,North,1104,Kharif,Sugarcane,Sprinkler,112.82,23.75,71.52,0.29119645499662417
83,20,107,5.37,18.1,Sandy,1.15,13.85,51.76,1498.04,9.41,3.71,Central,550,Zaid,Sugarcane,Drip,188.96,16.77,73.85,0.7722675568375058
78,44,86,5.3,62.22,Silt,0.88,36.0,37.91,2758.2,5.18,4.77,Central,784,Kharif,Sugarcane,Canal,277.31,15.55,78.22,0.33735907835727963
130,72,98,4.91,36.51,Silt,0.54,24.26,56.02,1207.11,9.41,1.19,West,1218,Rabi,Sugarcane,Canal,75.96,0.54,70.79,0.08970091901484578
88,62,147,7.5,39.23,Silt,0.91,32.47,79.25,1834.49,8.75,6.42,North,1001,Kharif,Sugarcane,Sprinkler,136.27,19.6,75.48,0.4596327543564602
128,33,35,5.43,47.59,Silt,0.47,11.06,75.4,2761.02,6.02,10.96,Central,1576,Zaid,Sugarcane,Sprinkler,292.64,15.46,75.39,0.9334551052498522
70,16,63,6.29,36.02,Silt,1.27,32.22,57.79,913.7,5.56,10.41,Central,23,Kharif,Sugarcane,Canal,234.65,1.47,73.42,0.5631643884539549
173,96,122,5.2,53.28,Silt,0.68,14.59,81.69,2266.04,5.47,12.45,West,1776,Kharif,Sugarcane,Drip,238.33,10.86,76.18,0.23812484325399874
58,41,145,7.83,30.91,Silt,0.73,32.26,71.75,580.17,8.67,13.97,South,2103,Rabi,Sugarcane,Sprinkler,311.12,3.19,74.55,0.11324345163981986
164,69,94,5.97,20.71,Silt,0.46,12.82,30.48,1224.56,7.52,4.47,North,1230,Rabi,Sugarcane,Rainfed,69.9,23.05,73.35,0.5701872157998045
43,46,103,5.36,47.36,Loamy,1.12,22.37,89.43,1431.29,9.81,6.71,South,2033,Zaid,Sugarcane,Sprinkler,143.97,12.24,76.19,0.8618438232948299
135,88,130,5.37,21.31,Sandy,1.36,37.09,87.19,836.86,9.78,8.91,South,2162,Zaid,Sugarcane,Drip,129.98,8.12,74.93,0.9928321316819754
61,98,139,6.77,61.47,Sandy,1.52,32.2,53.11,790.28,5.54,11.08,East,2,Rabi,Sugarcane,Sprinkler,135.4,16.51,74.83,0.40789423678019043
162,52,103,5.62,41.2,Loamy,1.17,12.08,47.04,1169.88,5.28,2.14,West,550,Kharif,Sugarcane,Rainfed,63.08,23.67,74.86,0.3035039091479522
73,29,149,7.88,24.78,Loamy,0.67,21.86,73.26,1206.03,7.79,12.13,South,1549,Kharif,Sugarcane,Rainfed,330.53,21.0,76.26,0.012821649510605826
60,55,143,6.92,20.44,Clay,1.58,24.54,77.85,1594.97,5.4,16.19,Central,602,Rabi,Sugarcane,Sprinkler,232.82,18.29,73.98,0.859502975624898
159,30,83,5.15,21.47,Clay,0.36,21.68,68.96,2142.31,5.76,11.79,Central,397,Rabi,Sugarcane,Sprinkler,292.15,24.53,76.1,0.48222523033732656
87,99,110,6.1,32.55,Loamy,1.09,17.37,69.46,1161.03,9.37,16.19,Central,843,Rabi,Sugarcane,Sprinkler,91.17,3.08,73.38,0.8111045663053181
71,54,21,6.45,52.91,Loamy,0.89,16.48,34.76,1565.46,9.32,16.5,East,1743,Kharif,Sugarcane,Drip,314.28,24.31,76.99,0.9094436640366311
102,93,76,6.68,47.38,Clay,1.48,39.62,31.67,842.82,4.77,10.67,North,1822,Kharif,Sugarcane,Rainfed,342.09,24.8,76.69,0.07771241839172549
54,29,106,5.42,41.79,Silt,1.14,15.37,86.81,1616.22,6.54,3.31,South,1341,Rabi,Sugarcane,Rainfed,236.31,2.36,77.44,0.39283907648140237
101,16,119,6.16,57.22,Silt,0.33,21.18,71.92,1271.47,5.38,4.89,South,1968,Zaid,Sugarcane,Sprinkler,337.3,2.54,77.53,0.08291458139448116
157,42,48,6.58,62.79,Clay,0.31,10.59,88.99,1458.04,6.36,5.84,North,773,Zaid,Sugarcane,Rainfed,269.86,4.22,75.4,0.1928396089422456
126,51,57,4.94,46.95,Clay,0.66,32.56,45.54,2706.53,7.54,1.1,Central,1508,Kharif,Sugarcane,Drip,273.93,19.25,75.69,0.7687641807211604
45,63,53,7.54,23.1,Silt,1.55,38.24,75.14,2239.81,9.15,17.88,East,1776,Rabi,Sugarcane,Sprinkler,223.87,3.51,74.74,0.767233394159223
164,87,106,5.24,40.93,Clay,0.68,16.25,54.66,1005.4,6.85,10.34,West,639,Rabi,Sugarcane,Rainfed,271.73,22.55,75.33,0.3216863687013094
55,21,144,6.83,35.69,Loamy,0.43,11.03,73.96,964.22,10.96,12.42,Central,1152,Zaid,Sugarcane,Drip,225.86,21.96,74.89,0.4605825506946666
162,63,115,5.9,28.08,Clay,0.63,32.24,55.51,2093.34,8.5,14.98,East,219,Kharif,Sugarcane,Drip,327.55,18.85,77.1,0.9007601624507324
146,58,121,5.02,30.13,Loamy,1.1,38.65,83.47,403.65,4.7,4.14,North,1504,Kharif,Sugarcane,Drip,124.12,22.96,74.04,0.3200595641835825
135,17,41,7.78,25.6,Clay,0.93,38.12,54.87,2015.72,10.02,12.6,West,1189,Kharif,Sugarcane,Rainfed,239.98,19.58,74.44,0.8514891816465466
103,58,74,6.98,34.35,Clay,0.45,25.96,59.25,2484.56,10.09,11.43,South,1904,Kharif,Sugarcane,Sprinkler,264.6,2.09,74.56,0.9778536935017818
179,42,24,6.03,21.44,Clay,0.67,29.17,45.97,1715.26,4.33,13.39,East,152,Rabi,Sugarcane,Drip,177.68,2.82,74.03,0.29186717703639975
171,89,98,6.39,20.94,Clay,1.38,20.78,51.19,504.32,10.68,5.42,South,919,Rabi,Sugarcane,Drip,217.34,3.06,72.04,0.41194654861226365
51,95,42,6.12,32.38,Sandy,0.52,30.28,72.93,2461.72,6.93,12.46,North,228,Zaid,Sugarcane,Drip,93.71,4.1,74.75,0.9344107945712148
81,37,104,6.56,47.14,Loamy,1.1,32.18,59.5,806.25,10.97,17.86,South,1529,Rabi,Sugarcane,Rainfed,80.1,1.67,72.36,0.6980705464034016
42,86,56,6.78,19.91,Sandy,0.94,36.75,56.59,1059.22,10.75,13.31,South,805,Rabi,Sugarcane,Rainfed,154.28,9.04,73.93,0.32056322436092455
158,29,57,5.81,39.91,Loamy,0.64,27.13,76.83,550.04,9.7,7.36,South,618,Zaid,Sugarcane,Drip,343.82,6.23,74.45,0.22867075138460335
92,25,102,6.72,54.94,Silt,1.46,13.56,72.03,906.43,7.85,10.17,Central,1090,Rabi,Sugarcane,Rainfed,168.0,15.49,72.86,0.752727137825976
41,84,132,7.81,23.43,Clay,1.41,11.03,62.39,343.25,9.23,3.58,North,1964,Rabi,Sugarcane,Canal,182.67,11.57,72.31,0.44677215883960686
159,77,68,6.83,62.52,Silt,1.02,14.53,75.23,737.72,8.45,12.73,East,160,Rabi,Sugarcane,Drip,153.75,21.53,75.62,0.35982490063656647
53,93,83,6.34,53.92,Silt,1.43,32.22,49.82,659.4,9.39,13.84,East,170,Kharif,Sugarcane,Canal,173.88,8.31,74.15,0.6773006863356594
60,72,75,8.11,36.13,Silt,0.62,32.13,78.1,1184.66,6.8,13.54,South,867,Zaid,Sugarcane,Canal,334.15,20.49,74.34,0.4133424598711922
55,46,146,6.68,58.32,Silt,1.57,14.88,77.4,1644.07,4.01,10.15,East,27,Rabi,Sugarcane,Drip,136.73,6.03,74.57,0.43604697411857907
96,45,129,6.2,57.0,Silt,0.96,31.76,47.39,1518.66,8.68,3.18,West,848,Zaid,Sugarcane,Drip,236.77,15.14,76.47,0.5366075092637743
116,92,92,6.14,56.54,Silt,1.47,31.68,67.11,1628.15,10.6,13.4,West,510,Zaid,Sugarcane,Drip,322.05,3.28,78.3,0.42944789707870257
57,82,34,7.53,51.13,Silt,1.45,26.14,44.56,2380.61,6.12,15.61,East,505,Rabi,Sugarcane,Canal,329.74,18.49,76.75,0.579737114939772
128,27,93,5.52,15.49,Sandy,0.5,36.37,57.69,1571.02,4.47,1.86,North,1221,Kharif,Sugarcane,Drip,226.85,16.01,75.3,0.0002410046851345493
120,85,40,6.52,50.52,Silt,0.68,20.58,57.2,2224.51,4.41,14.24,West,1659,Zaid,Sugarcane,Drip,339.93,18.09,77.68,0.24124433603802786
40,66,106,4.89,24.03,Loamy,0.55,15.55,30.87,519.89,5.08,7.31,South,83,Rabi,Sugarcane,Sprinkler,94.6,23.99,71.61,0.27967385654644317
162,15,40,6.42,46.07,Silt,0.51,30.53,65.9,1756.24,10.84,8.35,Central,528,Rabi,Sugarcane,Canal,260.87,15.96,77.81,0.792662476751617
122,30,63,5.84,15.54,Sandy,0.58,11.3,34.85,2006.74,4.58,7.62,North,660,Rabi,Sugarcane,Canal,347.43,8.27,78.02,0.4933415880523805
34,91,133,6.57,22.72,Loamy,1.17,34.66,76.75,1555.5,6.67,15.8,South,1139,Kharif,Sugarcane,Sprinkler,272.84,4.59,75.43,0.020341081882177647
65,24,20,6.74,39.93,Loamy,0.87,10.42,76.5,2691.57,9.46,17.18,West,2147,Rabi,Sugarcane,Drip,117.37,9.1,73.03,0.4975660833887259
33,28,85,5.93,36.99,Silt,0.71,27.6,33.3,641.76,9.5,7.96,North,2100,Kharif,Sugarcane,Sprinkler,331.65,12.16,75.17,0.18262513025310112
62,45,57,4.81,22.04,Sandy,0.31,12.64,79.7,498.09,4.38,16.07,North,2042,Rabi,Sugarcane,Drip,185.23,23.53,70.8,0.4841844983225968
52,57,138,5.44,63.7,Clay,1.27,10.98,48.78,331.68,8.45,9.89,North,1782,Kharif,Sugarcane,Rainfed,242.78,4.76,74.73,0.6539942214202483
86,52,118,6.22,47.83,Silt,0.76,39.97,78.72,1636.38,4.34,6.45,Central,1433,Zaid,Sugarcane,Sprinkler,234.09,18.49,76.07,0.6185851490721154
106,30,45,4.9,21.0,Sandy,0.65,38.57,39.02,528.86,7.11,7.06,West,1047,Rabi,Sugarcane,Canal,152.39,10.9,70.32,0.1271026137707404
47,30,90,8.01,18.57,Loamy,1.55,37.9,66.01,997.77,10.55,12.37,Central,1227,Rabi,Sugarcane,Rainfed,293.44,12.95,74.74,0.5924829939015964
46,72,79,6.98,61.34,Clay,0.83,11.79,68.86,1087.1,7.95,7.03,Central,667,Kharif,Sugarcane,Canal,101.86,3.41,75.28,0.04366092871300853
117,44,143,5.14,33.83,Silt,1.09,25.91,83.58,2663.38,8.25,1.33,East,737,Kharif,Sugarcane,Drip,94.97,8.06,76.41,0.0669910943958476
163,60,78,7.31,41.82,Sandy,1.31,24.01,88.14,2653.59,4.09,4.11,West,442,Rabi,Sugarcane,Drip,231.18,11.85,77.63,0.5340361132046566
74,31,28,6.62,22.61,Silt,0.82,26.44,41.7,662.43,5.79,10.48,East,1126,Kharif,Sugarcane,Drip,142.59,19.62,72.86,0.4864423871418745
88,54,90,7.93,44.83,Silt,0.9,15.21,40.9,1049.33,4.41,5.34,South,1291,Kharif,Sugarcane,Drip,202.54,7.19,73.21,0.13257407748448236
58,99,25,6.15,34.91,Clay,1.31,30.72,39.1,2089.36,8.38,16.38,North,166,Kharif,Sugarcane,Sprinkler,337.9,19.38,75.76,0.7746729371817983
